time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m 
2021-07-19T23:00,27.7,0,0,23,6,25,7,1,45
2021-07-20T00:00,26.7,0,0,13,2,6,26,1.5,166
2021-07-20T01:00,26.4,0,0,19,4,5,41,4,180
2021-07-20T02:00,25.7,0,0,21,3,7,46,5.9,194
2021-07-20T03:00,24.6,0,0,20,1,7,51,6.4,218
2021-07-20T04:00,24.5,0,0,21,1,13,41,6.8,245
2021-07-20T05:00,24.1,0,0,11,1,6,20,7.6,267
2021-07-20T06:00,23.9,0,0,9,1,5,16,7.8,283
2021-07-20T07:00,23.7,0,0,1,0,0,2,8.9,297
2021-07-20T08:00,23.3,0,0,0,0,0,0,8.8,305
2021-07-20T09:00,22.8,0,0,1,0,1,0,9.4,310
2021-07-20T10:00,23.2,0,0,0,0,0,0,9.2,318
2021-07-20T11:00,22.9,0,0,1,0,0,3,8.9,310
2021-07-20T12:00,23.7,0,0,2,0,2,3,8.4,317
2021-07-20T13:00,24.6,0,0,1,0,0,3,8.2,319
2021-07-20T14:00,25.6,0,0,0,0,0,0,6.6,319
2021-07-20T15:00,27.4,0,0,26,17,18,0,5.1,315
2021-07-20T16:00,28,0,0,30,17,24,0,5.5,302
2021-07-20T17:00,28.5,0,0,22,9,23,0,6.6,292
2021-07-20T18:00,28.9,0,0,21,7,23,3,7,291
2021-07-20T19:00,29,0,0,23,7,26,2,6,287
2021-07-20T20:00,28.8,0,0,15,4,16,5,5.2,282
2021-07-20T21:00,29,0,0,6,0,9,2,5.2,254
2021-07-20T22:00,29.2,0,0,8,3,7,3,6.5,276
2021-07-20T23:00,28.9,0.3,0.3,9,4,9,0,5,249
2021-07-21T00:00,28.4,0,0,5,1,1,10,3.8,229
2021-07-21T01:00,27.7,0,0,4,1,4,2,4.6,225
2021-07-21T02:00,27,0,0,1,0,1,0,5.4,228
2021-07-21T03:00,26.1,0,0,3,0,1,7,5.7,252
2021-07-21T04:00,25.9,0,0,14,6,2,24,6.1,267
2021-07-21T05:00,25.1,0,0,17,5,6,29,5.9,256
2021-07-21T06:00,25,0,0,17,4,5,33,5.6,255
2021-07-21T07:00,24.7,0,0,11,1,4,27,5.8,274
2021-07-21T08:00,23.9,0,0,13,2,7,22,6.5,273
2021-07-21T09:00,23,0,0,12,1,4,30,6.9,279
2021-07-21T10:00,22.9,0,0,23,7,19,19,4,275
2021-07-21T11:00,22.9,0,0,18,8,18,0,7.8,304
2021-07-21T12:00,23.6,0,0,31,16,28,0,12.8,344
2021-07-21T13:00,24.1,0.4,0.4,38,13,39,11,15.9,354
2021-07-21T14:00,24.8,0.5,0.5,40,17,17,49,15.3,345
2021-07-21T15:00,26.5,0,0,31,14,17,26,12.8,344
2021-07-21T16:00,27.2,0,0,21,4,24,10,8.7,355
2021-07-21T17:00,26.7,0.1,0.1,12,1,11,15,6.5,326
2021-07-21T18:00,26.9,0.3,0.3,22,8,16,17,8.2,299
2021-07-21T19:00,27.1,0,0,23,7,6,44,9.5,295
2021-07-21T20:00,25.5,0.6,0.6,55,21,16,87,14.3,304
2021-07-21T21:00,25.6,0,0,19,10,11,10,12.7,325
2021-07-21T22:00,25.6,0,0,29,4,22,42,1.8,270
2021-07-21T23:00,25.7,0,0,17,2,25,2,4.4,305
2021-07-22T00:00,24.7,0.7,0.7,28,16,22,0,9.4,317
2021-07-22T01:00,23.9,0,0,25,15,18,3,9.4,328
2021-07-22T02:00,23.8,0,0,15,6,16,0,10.5,338
2021-07-22T03:00,22.7,0,0,12,5,12,0,11.4,342
2021-07-22T04:00,22.4,0,0,6,1,9,0,12.2,341
2021-07-22T05:00,21.5,0,0,1,0,2,0,13.2,343
2021-07-22T06:00,21.2,0,0,0,0,0,0,12.9,342
2021-07-22T07:00,20.8,0,0,0,0,0,0,12.1,337
2021-07-22T08:00,20.2,0,0,0,0,0,0,11.9,331
2021-07-22T09:00,19.6,0,0,0,0,0,0,11.9,325
2021-07-22T10:00,20,0,0,0,0,0,0,10.3,331
2021-07-22T11:00,19.9,0,0,0,0,0,0,10,322
2021-07-22T12:00,21,0,0,0,0,0,0,10.7,327
2021-07-22T13:00,22,0,0,13,0,0,42,10.6,332
2021-07-22T14:00,23.2,0,0,24,0,0,81,10.5,333
2021-07-22T15:00,25.1,0,0,24,0,0,81,10.4,340
2021-07-22T16:00,25.8,0,0,29,0,6,83,10.6,336
2021-07-22T17:00,26.6,0,0,42,1,21,96,10,330
2021-07-22T18:00,27.1,0,0,59,2,48,96,9.2,321
2021-07-22T19:00,27.2,0,0,67,0,63,96,9.4,310
2021-07-22T20:00,27.3,0,0,70,1,73,85,9.7,309
2021-07-22T21:00,27.3,0,0,61,0,58,87,11,311
2021-07-22T22:00,26.6,0,0,54,0,54,72,10,319
2021-07-22T23:00,26.3,0,0,32,3,32,34,7.6,315
2021-07-23T00:00,25.5,0,0,23,0,26,25,6.8,302
2021-07-23T01:00,24.4,0,0,16,0,23,6,7.9,294
2021-07-23T02:00,23.7,0,0,8,0,12,4,8.2,299
2021-07-23T03:00,23,0,0,6,0,7,6,10.2,312
2021-07-23T04:00,22.6,0,0,6,0,9,1,12.1,323
2021-07-23T05:00,22.1,0,0,2,0,4,0,12.7,331
2021-07-23T06:00,22,0,0,1,0,1,0,12.1,337
2021-07-23T07:00,21.4,0,0,0,0,0,0,11.8,337
2021-07-23T08:00,21,0,0,3,0,5,0,11.9,331
2021-07-23T09:00,20.2,0,0,7,0,12,0,11.8,329
2021-07-23T10:00,20,0,0,2,0,3,0,9.8,324
2021-07-23T11:00,19.9,0,0,2,0,3,0,10,322
2021-07-23T12:00,21.1,0,0,5,0,8,2,8.9,328
2021-07-23T13:00,22.2,0,0,0,0,0,0,9.4,337
2021-07-23T14:00,23.4,0,0,0,0,0,0,9.4,342
2021-07-23T15:00,25.5,0,0,7,4,6,0,10.3,348
2021-07-23T16:00,26.4,0,0,6,0,10,0,9.9,350
2021-07-23T17:00,26.9,0,0,18,0,30,0,10,345
2021-07-23T18:00,27,0,0,29,0,48,0,9.1,342
2021-07-23T19:00,27.4,0,0,19,0,32,0,7.9,336
2021-07-23T20:00,27.7,0,0,24,0,40,0,8,333
2021-07-23T21:00,27.9,0,0,28,1,45,0,6.6,331
2021-07-23T22:00,26.1,0.2,0.2,33,2,42,20,2.6,344
2021-07-23T23:00,25.6,0,0,21,0,35,0,5.1,4
2021-07-24T00:00,25,0,0,11,0,19,0,4.5,29
2021-07-24T01:00,24.6,0,0,6,0,10,0,3.8,41
2021-07-24T02:00,24.3,0,0,6,0,10,0,3.5,24
2021-07-24T03:00,23,0,0,4,0,7,0,4,360
2021-07-24T04:00,22.2,0,0,8,1,11,0,4,350
2021-07-24T05:00,21.7,0,0,3,1,4,0,4.5,346
2021-07-24T06:00,21.1,0,0,3,1,4,0,4.6,342
2021-07-24T07:00,20.7,0,0,2,0,3,0,5.9,346
2021-07-24T08:00,20.1,0,0,5,3,4,0,6.8,360
2021-07-24T09:00,19.5,0,0,2,0,4,0,6.2,7
2021-07-24T10:00,20.2,0,0,1,0,1,0,8,5
2021-07-24T11:00,20,0,0,0,0,0,0,8,8
2021-07-24T12:00,21.4,0,0,0,0,0,0,6.4,16
2021-07-24T13:00,22.3,0,0,0,0,0,0,5.6,27
2021-07-24T14:00,23.8,0,0,0,0,0,0,4.4,35
2021-07-24T15:00,25.9,0,0,0,0,0,0,3.6,45
2021-07-24T16:00,26.7,0,0,15,1,23,0,3.1,45
2021-07-24T17:00,27,0,0,19,0,32,0,1.3,56
2021-07-24T18:00,27.1,0,0,15,0,25,0,2.3,129
2021-07-24T19:00,27.3,0,0,31,0,25,54,5.8,150
2021-07-24T20:00,27.3,0,0,52,0,37,100,9.2,154
2021-07-24T21:00,26.8,0,0,52,0,36,100,12.6,153
2021-07-24T22:00,25.9,0,0,35,3,3,100,14,154
2021-07-24T23:00,25.5,0,0,35,2,6,100,13.9,155
2021-07-25T00:00,25,0,0,49,9,18,100,13.7,157
2021-07-25T01:00,24.8,0,0,47,4,22,100,13.7,162
2021-07-25T02:00,24.4,0,0,52,8,25,100,13.6,168
2021-07-25T03:00,23.8,0,0,56,2,40,100,13,180
2021-07-25T04:00,23.8,0,0,80,0,83,99,14.1,193
2021-07-25T05:00,23.8,0,0,83,0,88,99,14.8,206
2021-07-25T06:00,23.8,0,0,85,3,88,97,14.7,208
2021-07-25T07:00,23.6,0.2,0.2,89,1,96,100,15.5,205
2021-07-25T08:00,22.5,0.5,0.5,78,1,79,100,15.3,204
2021-07-25T09:00,21.5,0.2,0.2,83,5,80,100,15,201
2021-07-25T10:00,21.7,0.1,0.1,100,68,93,100,13,174
2021-07-25T11:00,21.4,0.4,0.4,100,99,98,92,15.5,180
2021-07-25T12:00,21.3,0.2,0.2,100,96,80,37,15.1,179
2021-07-25T13:00,21.8,0,0,100,92,52,23,16.7,187
2021-07-25T14:00,22.5,0,0,99,58,76,4,19.1,192
2021-07-25T15:00,24.5,0,0,100,100,53,1,19.6,197
2021-07-25T16:00,25.5,0,0,100,100,32,0,17.6,211
2021-07-25T17:00,26.5,0.2,0.2,100,100,31,1,13,208
2021-07-25T18:00,27.4,0,0,100,97,32,2,11.4,191
2021-07-25T19:00,28.7,0,0,53,38,31,1,12.6,200
2021-07-25T20:00,28.8,0,0,63,40,44,1,12.6,211
2021-07-25T21:00,28.3,0,0,51,34,34,0,10.4,194
2021-07-25T22:00,28.3,0,0,39,3,61,0,6.3,193
2021-07-25T23:00,27.7,0,0,23,6,29,0,7.3,189
2021-07-26T00:00,27.1,0,0,27,16,21,0,9.4,198
2021-07-26T01:00,26.4,0,0,15,11,8,0,10.6,204
2021-07-26T02:00,26.1,0,0,14,11,6,3,10.3,216
2021-07-26T03:00,25.6,0,0,21,2,10,43,10.5,229
2021-07-26T04:00,25.3,0,0,48,1,38,80,9.5,245
2021-07-26T05:00,24.7,0,0,58,7,48,77,7.6,265
2021-07-26T06:00,24.4,0,0,60,9,48,78,7.9,254
2021-07-26T07:00,24.4,0,0,33,0,20,71,7.3,259
2021-07-26T08:00,24.4,0,0,22,0,7,59,6.4,254
2021-07-26T09:00,23.8,0,0,26,0,2,81,6.5,251
2021-07-26T10:00,23.2,0,0,88,19,71,95,6.6,279
2021-07-26T11:00,23.5,0,0,95,54,27,100,6.1,310
2021-07-26T12:00,24.3,0,0,67,38,4,100,4.6,321
2021-07-26T13:00,25,0,0,30,0,0,100,6,335
2021-07-26T14:00,26.1,0,0,30,0,0,100,7.8,338
2021-07-26T15:00,27.9,0,0,30,0,0,100,7.5,343
2021-07-26T16:00,28.5,0,0,32,1,2,100,6.7,344
2021-07-26T17:00,29.6,0,0,36,2,7,99,6.8,328
2021-07-26T18:00,30.1,0,0,20,2,8,44,7.7,311
2021-07-26T19:00,30.5,0,0,9,0,15,0,7.4,309
2021-07-26T20:00,30.8,0,0,4,0,6,0,7.4,313
2021-07-26T21:00,31,0,0,13,0,21,0,6.7,324
2021-07-26T22:00,30.1,0,0,5,0,9,0,9.4,328
2021-07-26T23:00,29.7,0,0,3,0,5,0,6.2,339
2021-07-27T00:00,28.7,0,0,2,0,4,0,6.7,324
2021-07-27T01:00,27.7,0,0,4,0,7,0,7.9,313
2021-07-27T02:00,26.8,0,0,13,0,21,0,7.7,319
2021-07-27T03:00,25.3,0,0,8,0,13,0,6.6,292
2021-07-27T04:00,24.9,0,0,4,0,7,0,6.6,279
2021-07-27T05:00,24.3,0,0,4,0,6,0,6.8,295
2021-07-27T06:00,24,0,0,3,0,5,0,6.7,306
2021-07-27T07:00,23.9,0,0,0,0,0,0,6.6,311
2021-07-27T08:00,23.7,0,0,0,0,0,0,6.4,317
2021-07-27T09:00,23.4,0,0,0,0,0,0,5.9,322
2021-07-27T10:00,22.7,0,0,5,1,6,0,4.9,343
2021-07-27T11:00,22.2,0,0,2,0,3,0,2.8,310
2021-07-27T12:00,24.1,0,0,0,0,0,0,1.8,233
2021-07-27T13:00,25.4,0,0,0,0,0,0,2.3,231
2021-07-27T14:00,27.1,0,0,1,0,0,2,3.7,191
2021-07-27T15:00,29.1,0,0,0,0,0,1,5.9,191
2021-07-27T16:00,30.2,0,0,11,0,19,0,6,205
2021-07-27T17:00,30.9,0,0,12,0,20,1,7.6,211
2021-07-27T18:00,31.2,0,0,17,0,19,20,8.6,213
2021-07-27T19:00,30.8,0,0,15,0,16,18,9.8,197
2021-07-27T20:00,30.3,0,0,19,0,28,8,11.4,193
2021-07-27T21:00,30.6,0,0,26,0,42,2,10.6,190
2021-07-27T22:00,29.7,0,0,23,0,39,0,7.2,233
2021-07-27T23:00,28.6,0,0,22,0,37,0,6.1,320
2021-07-28T00:00,26.8,0,0,16,0,26,1,9.9,350
2021-07-28T01:00,26.5,0,0,50,0,82,1,9.4,360
2021-07-28T02:00,26,0,0,52,0,83,6,6.6,41
2021-07-28T03:00,24.9,0,0,17,0,27,1,4.5,14
2021-07-28T04:00,24.4,0,0,24,0,38,3,7.8,347
2021-07-28T05:00,23.5,0,0,25,0,35,14,9.9,341
2021-07-28T06:00,22.9,0,0,29,0,40,16,11.6,344
2021-07-28T07:00,22.5,0,0,24,1,35,6,10.5,344
2021-07-28T08:00,22.1,0,0,16,4,20,0,9.3,347
2021-07-28T09:00,21.6,0,0,10,4,10,0,8.7,336
2021-07-28T10:00,21.9,0,0,11,3,13,0,8.3,326
2021-07-28T11:00,21.9,0,0,8,0,14,0,7.9,330
2021-07-28T12:00,22.6,0,0,13,4,15,0,10,347
2021-07-28T13:00,23.3,0,0,18,9,16,0,11.9,2
2021-07-28T14:00,23.6,0,0,31,20,21,0,12.5,12
2021-07-28T15:00,24.7,0,0,16,14,6,0,11.6,16
2021-07-28T16:00,25.4,0,0,12,12,2,0,10.4,20
2021-07-28T17:00,26.1,0,0,14,14,3,0,9,29
2021-07-28T18:00,26.6,0,0,28,22,13,0,8,36
2021-07-28T19:00,26.9,0,0,50,38,27,0,6.7,36
2021-07-28T20:00,27.1,0,0,42,32,22,0,5.9,43
2021-07-28T21:00,27.2,0,0,21,11,19,0,5.2,56
2021-07-28T22:00,26.4,0,0,32,7,42,0,1.8,90
2021-07-28T23:00,26.1,0,0,14,3,18,0,4.1,142
2021-07-29T00:00,25.4,0,0,5,3,4,0,7.2,153
2021-07-29T01:00,23.9,0,0,3,3,1,0,8,162
2021-07-29T02:00,23.1,0,0,6,4,4,0,8,172
2021-07-29T03:00,21.9,0,0,13,7,11,0,8.3,185
2021-07-29T04:00,21.8,0,0,16,8,14,0,9,182
2021-07-29T05:00,21.6,0,0,18,9,17,0,9.4,176
2021-07-29T06:00,21.7,0,0,13,8,10,0,9,185
2021-07-29T07:00,21.2,0,0,4,2,3,0,9.4,187
2021-07-29T08:00,21.1,0,0,3,3,1,0,9.1,198
2021-07-29T09:00,21,0,0,7,8,0,0,8.8,199
2021-07-29T10:00,21.5,0,0,21,12,17,0,4.8,228
2021-07-29T11:00,21.3,0,0,37,11,36,19,5.7,215
2021-07-29T12:00,22.1,0,0,60,7,67,46,7.2,162
2021-07-29T13:00,22.8,0,0,61,15,64,29,12,164
2021-07-29T14:00,23.6,0,0,90,30,55,100,12.3,185
2021-07-29T15:00,25,0,0,100,58,46,100,13.7,175
2021-07-29T16:00,25.4,0,0,100,63,67,100,16.3,172
2021-07-29T17:00,25.3,0.2,0.2,100,52,64,100,17.7,176
2021-07-29T18:00,24.1,3.3,3.3,100,85,71,100,18.1,173
2021-07-29T19:00,23.8,0.1,0.1,100,90,60,100,16.6,179
2021-07-29T20:00,23.5,0,0,100,76,60,100,18,177
2021-07-29T21:00,24,1.1,1.1,100,65,86,100,16.4,189
2021-07-29T22:00,23.2,1.6,1.6,100,55,92,97,13.1,171
2021-07-29T23:00,24,0.4,0.4,100,34,68,99,13.3,177
2021-07-30T00:00,24.2,0,0,64,23,27,91,12.6,193
2021-07-30T01:00,23.3,2.7,2.7,100,95,9,84,14.4,217
2021-07-30T02:00,22.8,2.6,2.6,100,100,24,27,15.6,230
2021-07-30T03:00,22.6,0.4,0.4,53,51,12,0,15.2,239
2021-07-30T04:00,22.5,0,0,34,18,30,0,15.9,264
2021-07-30T05:00,22.5,0,0,19,8,20,0,15.5,274
2021-07-30T06:00,22.7,0,0,7,4,6,0,14.4,274
2021-07-30T07:00,22.5,0,0,8,4,7,0,13.6,281
2021-07-30T08:00,22.4,0,0,6,5,3,0,13.1,291
2021-07-30T09:00,21.8,0,0,2,1,1,0,12.9,297
2021-07-30T10:00,22,0,0,0,0,0,0,12.7,313
2021-07-30T11:00,21.9,0,0,0,0,0,0,12.5,303
2021-07-30T12:00,22.5,0,0,3,3,0,0,14,314
2021-07-30T13:00,23.3,0,0,16,17,1,0,15.5,314
2021-07-30T14:00,24.3,0,0,13,10,6,0,15.5,314
2021-07-30T15:00,26.3,0,0,9,4,9,0,15.5,316
2021-07-30T16:00,26.9,0,0,14,9,10,0,15.5,316
2021-07-30T17:00,27.8,0,0,21,9,21,0,16.3,311
2021-07-30T18:00,28.2,0,0,18,0,30,0,18.4,309
2021-07-30T19:00,28.3,0,0,21,1,33,0,20.2,310
2021-07-30T20:00,28.3,0,0,22,4,30,0,21.4,315
2021-07-30T21:00,28,0,0,15,0,25,0,21.2,318
2021-07-30T22:00,26.5,0,0,1,0,1,0,19.1,311
2021-07-30T23:00,25.7,0,0,0,0,0,0,16.6,312
2021-07-31T00:00,24.8,0,0,1,1,0,0,15.3,313
2021-07-31T01:00,23.7,0,0,0,0,0,0,15.3,317
2021-07-31T02:00,22.7,0,0,0,0,0,0,16.6,326
2021-07-31T03:00,20.9,0,0,0,0,0,0,15.8,333
2021-07-31T04:00,20.5,0,0,0,0,0,0,15,336
2021-07-31T05:00,19.6,0,0,0,0,0,0,14,337
2021-07-31T06:00,19.1,0,0,0,0,0,0,12.9,333
2021-07-31T07:00,18.4,0,0,0,0,0,0,10.5,329
2021-07-31T08:00,17.7,0,0,0,0,0,0,7.6,315
2021-07-31T09:00,17,0,0,0,0,0,0,6.9,298
2021-07-31T10:00,16.9,0,0,0,0,0,0,8.9,297
2021-07-31T11:00,16.6,0,0,0,0,0,0,8.6,303
2021-07-31T12:00,17.7,0,0,0,0,0,0,8.1,302
2021-07-31T13:00,18.7,0,0,0,0,0,0,6.3,301
2021-07-31T14:00,19.7,0,0,42,47,0,0,6.1,310
2021-07-31T15:00,21.8,0,0,48,53,0,0,7.4,299
2021-07-31T16:00,22.3,0,0,76,78,10,0,9.4,288
2021-07-31T17:00,23,0,0,91,77,36,0,9.6,283
2021-07-31T18:00,23.8,0,0,16,0,26,0,8.8,282
2021-07-31T19:00,24.5,0,0,10,0,16,0,9.1,277
2021-07-31T20:00,25.2,0,0,0,0,0,0,9,275
2021-07-31T21:00,25.8,0,0,2,1,1,0,8.7,277
2021-07-31T22:00,24.9,0,0,4,0,7,0,8.6,285
2021-07-31T23:00,24.9,0,0,4,0,2,8,6.3,294
2021-08-01T00:00,24.4,0,0,7,0,6,11,3.4,302
2021-08-01T01:00,22.8,0,0,11,0,7,21,1.6,333
2021-08-01T02:00,21.7,0,0,0,0,0,0,1.8,37
2021-08-01T03:00,20.5,0,0,0,0,0,0,3.1,45
2021-08-01T04:00,20.2,0,0,0,0,0,0,3.3,96
2021-08-01T05:00,19.7,0,0,0,0,0,0,3.8,131
2021-08-01T06:00,19.7,0,0,0,0,0,0,3.9,158
2021-08-01T07:00,19.7,0,0,0,0,0,0,3.6,174
2021-08-01T08:00,19.4,0,0,0,0,0,0,5.4,180
2021-08-01T09:00,19.1,0,0,0,0,0,0,4.7,180
2021-08-01T10:00,19.5,0,0,7,0,12,0,3.1,225
2021-08-01T11:00,19.1,0,0,5,0,7,3,2.6,196
2021-08-01T12:00,20.1,0,0,26,0,21,45,3.4,162
2021-08-01T13:00,21.2,0,0,47,0,37,81,5.9,166
2021-08-01T14:00,22.5,0,0,45,0,37,76,9.4,173
2021-08-01T15:00,23.7,0,0,54,0,49,82,11.6,175
2021-08-01T16:00,24.4,0,0,63,0,62,86,14.1,174
2021-08-01T17:00,24,0.2,0.2,72,1,80,77,13,186
2021-08-01T18:00,24,0,0,73,0,85,74,11.9,194
2021-08-01T19:00,23.7,0,0,50,0,38,90,9.7,178
2021-08-01T20:00,23.7,0,0,52,0,53,68,12.8,169
2021-08-01T21:00,23.5,0,0,50,0,55,56,12.1,170
2021-08-01T22:00,22.8,0,0,48,26,40,3,10.4,178
2021-08-01T23:00,22.5,0,0,89,69,45,1,8.6,165
2021-08-02T00:00,22.2,0,0,100,89,85,29,8.8,145
2021-08-02T01:00,21.7,0,0,100,100,90,47,7.6,149
2021-08-02T02:00,21.4,0,0,96,69,46,20,5.1,172
2021-08-02T03:00,20.6,0,0,100,98,52,10,4.6,219
2021-08-02T04:00,20.7,0,0,26,1,41,2,6.8,183
2021-08-02T05:00,20.6,0,0,41,2,64,2,7.6,225
2021-08-02T06:00,20.6,0,0,48,16,56,0,11.2,270
2021-08-02T07:00,20.2,0,0,9,7,5,0,12.4,292
2021-08-02T08:00,19.3,0,0,0,0,0,0,12.5,303
2021-08-02T09:00,18.6,0,0,1,1,0,0,12.2,304
2021-08-02T10:00,17.4,0,0,2,2,0,0,11.8,301
2021-08-02T11:00,17.6,0,0,2,2,0,0,12.4,306
2021-08-02T12:00,18.9,0,0,6,6,1,0,13.3,311
2021-08-02T13:00,20.2,0,0,20,21,2,0,15.1,320
2021-08-02T14:00,21.4,0,0,44,47,3,0,15.7,323
2021-08-02T15:00,23.4,0,0,35,39,0,0,15.9,321
2021-08-02T16:00,24,0,0,33,37,0,0,16.6,318
2021-08-02T17:00,24.5,0,0,37,26,22,0,17.4,320
2021-08-02T18:00,25.5,0,0,36,12,42,0,17,324
2021-08-02T19:00,26.1,0,0,35,8,47,0,16,324
2021-08-02T20:00,26.6,0,0,39,0,65,0,14.9,328
2021-08-02T21:00,26.7,0,0,43,0,71,0,13,332
2021-08-02T22:00,26.4,0,0,5,0,9,0,7.9,336
2021-08-02T23:00,26.1,0,0,0,0,0,0,5.8,330
2021-08-03T00:00,25.6,0,0,2,0,3,0,6.1,310
2021-08-03T01:00,24.1,0,0,3,1,4,0,5.9,313
2021-08-03T02:00,23.1,0,0,6,3,6,0,8.7,322
2021-08-03T03:00,21.3,0,0,5,4,2,0,10.8,330
2021-08-03T04:00,20.8,0,0,1,0,2,0,11.6,338
2021-08-03T05:00,20.7,0,0,1,0,1,0,10.4,346
2021-08-03T06:00,19.9,0,0,0,0,0,0,9.1,353
2021-08-03T07:00,19.5,0,0,11,0,1,34,7.6,357
2021-08-03T08:00,19.1,0,0,29,0,2,92,7.2,360
2021-08-03T09:00,18.6,0,0,30,0,1,99,6.8,3
2021-08-03T10:00,18.7,0,0,32,0,3,100,7.2,3
2021-08-03T11:00,18.3,0,0,30,0,1,99,6.2,353
2021-08-03T12:00,18.9,0,0,30,0,0,100,5.4,4
2021-08-03T13:00,19.6,0,0,30,0,0,100,5,21
2021-08-03T14:00,20.7,0,0,30,0,0,100,3.8,17
2021-08-03T15:00,22.5,0,0,30,0,0,100,3.9,22
2021-08-03T16:00,23.1,0,0,30,0,0,100,3.2,27
2021-08-03T17:00,23.5,0,0,31,0,1,100,2.9,360
2021-08-03T18:00,24,0,0,34,0,7,100,3,346
2021-08-03T19:00,24.3,0,0,32,0,3,100,2.9,7
2021-08-03T20:00,24.9,0,0,34,0,7,100,3.3,41
2021-08-03T21:00,25.1,0,0,41,0,19,99,4.5,76
2021-08-03T22:00,24.3,0,0,54,20,10,100,3.8,131
2021-08-03T23:00,23.8,0,0,50,16,9,100,4.8,132
2021-08-04T00:00,23.2,0,0,58,19,18,100,5,180
2021-08-04T01:00,22.4,0,0,30,0,0,100,5.4,172
2021-08-04T02:00,22.1,0,0,30,0,0,100,5.9,169
2021-08-04T03:00,21.2,0,0,30,0,0,100,5.5,203
2021-08-04T04:00,21.2,0,0,30,0,0,100,4.8,243
2021-08-04T05:00,20.9,0,0,30,0,0,100,4.7,270
2021-08-04T06:00,20.8,0,0,30,0,0,100,4.7,293
2021-08-04T07:00,20.6,0,0,30,0,0,100,5.1,309
2021-08-04T08:00,20.4,0,0,30,0,0,100,5,330
2021-08-04T09:00,20,0,0,30,0,0,100,4.8,347
2021-08-04T10:00,19.6,0,0,41,8,7,100,3.2,333
2021-08-04T11:00,19.2,0,0,41,8,7,100,1.8,307
2021-08-04T12:00,19.9,0,0,30,0,0,100,2.5,360
2021-08-04T13:00,20.5,0,0,30,0,0,100,3.3,49
2021-08-04T14:00,21.4,0,0,30,0,0,100,4.8,42
2021-08-04T15:00,22.8,0,0,30,0,0,100,7.4,43
2021-08-04T16:00,23.1,0,0,30,0,0,100,8,63
2021-08-04T17:00,23.4,0,0,31,1,0,100,8.3,88
2021-08-04T18:00,23.4,0,0,39,8,3,100,9.3,106
2021-08-04T19:00,23.7,0,0,49,19,3,100,9.5,101
2021-08-04T20:00,23.4,0.1,0.1,51,16,11,100,9.2,101
2021-08-04T21:00,23.1,0,0,46,13,7,100,9.4,86
2021-08-04T22:00,22.5,0,0,51,6,26,100,4.7,90
2021-08-04T23:00,22.3,0,0,40,5,9,99,5.2,78
2021-08-05T00:00,22.2,0,0,60,13,31,99,6.2,97
2021-08-05T01:00,21.9,0,0,53,13,20,99,6.4,52
2021-08-05T02:00,21.8,0,0,50,9,22,94,8,36
2021-08-05T03:00,21.1,0,0,38,12,21,47,8.7,42
2021-08-05T04:00,20.9,0,0,41,24,33,0,9.2,45
2021-08-05T05:00,20.5,0,0,52,30,41,0,8.4,40
2021-08-05T06:00,20.5,0,0,78,46,61,0,9.3,16
2021-08-05T07:00,20.6,0,0,100,83,77,1,10.4,360
2021-08-05T08:00,20.3,0,0,100,82,65,14,10.5,352
2021-08-05T09:00,20,0,0,100,82,55,19,10.9,354
2021-08-05T10:00,20.4,0,0,100,83,68,76,9.4,360
2021-08-05T11:00,20,0,0,100,79,66,48,10.7,348
2021-08-05T12:00,20.4,0,0,100,74,64,43,11.5,358
2021-08-05T13:00,21,0,0,100,100,82,39,11.9,3
2021-08-05T14:00,22,0,0,100,100,91,80,11.2,6
2021-08-05T15:00,23.6,0,0,100,99,97,85,9.8,8
2021-08-05T16:00,24.3,0,0,100,98,86,43,9.9,10
2021-08-05T17:00,25.1,0,0,100,99,100,2,8.8,9
2021-08-05T18:00,25.4,0,0,100,98,99,11,5.7,18
2021-08-05T19:00,25.5,0,0,100,91,100,3,3.9,56
2021-08-05T20:00,25.9,0,0,100,78,97,0,3.6,96
2021-08-05T21:00,25.9,0,0,60,12,82,0,3.8,139
2021-08-05T22:00,25.1,0,0,34,2,53,0,1.8,323
2021-08-05T23:00,25.7,0,0,27,7,34,0,1.9,158
2021-08-06T00:00,24.9,0,0,31,10,37,0,6.3,149
2021-08-06T01:00,23.8,0,0,30,14,29,0,7.4,157
2021-08-06T02:00,23.1,0,0,22,10,19,5,7.6,161
2021-08-06T03:00,21.8,0,0,22,10,16,11,8.4,170
2021-08-06T04:00,21.8,0,0,13,6,8,9,7.9,180
2021-08-06T05:00,21.5,0,0,6,1,3,10,7.3,200
2021-08-06T06:00,21.4,0,0,7,1,5,9,6.5,214
2021-08-06T07:00,21,0,0,4,0,1,11,6.1,230
2021-08-06T08:00,20.8,0,0,0,0,0,0,7.1,255
2021-08-06T09:00,20.5,0,0,0,0,0,0,6.8,267
2021-08-06T10:00,20.4,0,0,0,0,0,0,5.9,284
2021-08-06T11:00,20.1,0,0,0,0,0,0,5.4,274
2021-08-06T12:00,21.3,0,0,0,0,0,0,2.5,270
2021-08-06T13:00,22.7,0,0,0,0,0,0,2,225
