time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m 
2021-01-01T00:00,4.3,0,0,89,0,98,100,9.9,327
2021-01-01T01:00,3.9,0,0,79,0,83,97,9,331
2021-01-01T02:00,3.3,0,0,31,0,9,85,8.9,328
2021-01-01T03:00,1.4,0,0,26,0,0,86,7.8,326
2021-01-01T04:00,0.8,0,0,14,0,0,47,9.2,334
2021-01-01T05:00,0.3,0,0,19,0,0,63,8.6,338
2021-01-01T06:00,-0.4,0,0,20,0,0,68,8,342
2021-01-01T07:00,-0.6,0,0,26,0,0,85,7.1,345
2021-01-01T08:00,-0.9,0,0,24,0,0,79,7,348
2021-01-01T09:00,-0.8,0,0,14,0,0,47,6.9,354
2021-01-01T10:00,-3.9,0,0,0,0,0,1,7.6,3
2021-01-01T11:00,-4.2,0,0,29,0,0,97,7.3,9
2021-01-01T12:00,-4.3,0,0,30,0,0,100,6,17
2021-01-01T13:00,-2.8,0,0,30,0,0,100,7.1,30
2021-01-01T14:00,-0.6,0,0,30,0,0,100,6.1,40
2021-01-01T15:00,1.2,0,0,30,0,0,100,7.1,66
2021-01-01T16:00,1.7,0,0,33,3,0,100,5.4,110
2021-01-01T17:00,2.2,0,0,47,4,22,100,8.9,104
2021-01-01T18:00,2.6,0,0,100,18,90,100,7.5,107
2021-01-01T19:00,2.8,0,0,100,35,98,100,6.9,99
2021-01-01T20:00,3,0,0,100,33,100,100,7,111
2021-01-01T21:00,3.2,0,0,93,6,96,100,7.3,79
2021-01-01T22:00,2.8,0.3,0.3,100,13,100,100,7.4,43
2021-01-01T23:00,2.5,0.7,0.7,98,9,100,99,8.7,66
2021-01-02T00:00,2.5,1,1,100,64,100,100,12.1,78
2021-01-02T01:00,2.6,1.7,1.7,100,100,100,100,11.8,67
2021-01-02T02:00,2.7,1.8,1.8,100,100,100,100,8.7,38
2021-01-02T03:00,3.4,1.2,1.2,100,100,100,100,12,69
2021-01-02T04:00,3.5,1.4,1.4,100,100,100,99,10.8,75
2021-01-02T05:00,3.5,1.4,1.4,100,100,92,14,10.6,55
2021-01-02T06:00,3.6,0.5,0.5,100,100,40,0,12.7,61
2021-01-02T07:00,3.8,0.2,0.2,100,100,96,0,9.7,63
2021-01-02T08:00,4.3,0.3,0.3,100,100,29,0,6.9,43
2021-01-02T09:00,4.1,0,0,97,100,11,0,4.6,18
2021-01-02T10:00,3.8,0,0,96,100,10,0,5.9,349
2021-01-02T11:00,3.9,0,0,100,100,18,0,4.6,288
2021-01-02T12:00,4.6,0,0,100,100,65,0,11.5,256
2021-01-02T13:00,4.7,0,0,100,100,28,0,15.8,253
2021-01-02T14:00,5.4,0,0,89,99,0,0,20.2,266
2021-01-02T15:00,7.7,0,0,89,99,0,0,22.7,270
2021-01-02T16:00,8.9,0,0,66,73,0,0,22.7,274
2021-01-02T17:00,9.8,0,0,88,98,0,0,22.5,276
2021-01-02T18:00,9.7,0,0,88,98,0,0,22.7,290
2021-01-02T19:00,9.8,0,0,81,90,0,0,22.6,304
2021-01-02T20:00,9.3,0,0,14,12,0,12,20.5,308
2021-01-02T21:00,8.1,0,0,12,0,0,41,19.5,309
2021-01-02T22:00,6.1,0,0,26,0,0,85,14.9,302
2021-01-02T23:00,5.3,0,0,29,2,0,89,13.7,300
2021-01-03T00:00,5,0,0,26,0,0,85,12.3,308
2021-01-03T01:00,4.4,0,0,23,0,0,77,10.2,309
2021-01-03T02:00,3.7,0,0,20,0,0,66,10,311
2021-01-03T03:00,2.6,0,0,17,0,0,56,11.4,332
2021-01-03T04:00,2.5,0,0,29,0,0,95,9.6,340
2021-01-03T05:00,2.2,0,0,30,0,0,100,7.1,345
2021-01-03T06:00,1.9,0,0,30,0,0,100,9.1,9
2021-01-03T07:00,1.6,0,0,30,0,0,100,9.4,23
2021-01-03T08:00,1.4,0,0,30,0,0,100,11.8,38
2021-01-03T09:00,1,0,0,30,0,0,99,11.5,46
2021-01-03T10:00,0.7,0,0,58,0,50,92,14.3,49
2021-01-03T11:00,0.7,0,0,91,2,99,100,10.2,39
2021-01-03T12:00,1,0,0,100,32,99,100,7.1,66
2021-01-03T13:00,1.2,0,0,100,72,99,100,11.2,50
2021-01-03T14:00,1.5,0,0,100,88,99,100,12.2,47
2021-01-03T15:00,2,0.4,0.4,100,88,99,66,13,51
2021-01-03T16:00,1.6,0.9,0.8,100,95,68,0,13.9,53
2021-01-03T17:00,2.4,0.7,0.7,100,100,71,0,15.9,57
2021-01-03T18:00,2.7,0.3,0.3,100,100,100,0,15.1,50
2021-01-03T19:00,3.1,0,0,100,100,100,0,14,48
2021-01-03T20:00,3.1,0.5,0.5,100,100,98,0,15,44
2021-01-03T21:00,3,0.4,0.4,100,100,94,1,15.4,37
2021-01-03T22:00,2.4,0.8,0.8,100,100,98,7,15.5,31
2021-01-03T23:00,2.3,0.9,0.9,100,100,98,2,17.1,41
2021-01-04T00:00,2.4,0.7,0.7,100,100,100,0,15.8,41
2021-01-04T01:00,2.2,0.5,0.5,100,100,99,0,14.6,38
2021-01-04T02:00,2,0.4,0.4,100,100,99,0,14.8,39
2021-01-04T03:00,1.9,0.6,0.6,100,100,71,0,14.8,39
2021-01-04T04:00,1.9,0.3,0.3,100,95,69,0,13.7,35
2021-01-04T05:00,1.8,0.4,0.4,100,97,93,0,13,24
2021-01-04T06:00,1.8,0.4,0.3,100,99,94,0,12.3,7
2021-01-04T07:00,1.7,0.3,0.2,100,91,94,0,12.6,358
2021-01-04T08:00,1.6,0.2,0.1,81,43,70,0,12.2,2
2021-01-04T09:00,1.5,0,0,43,37,16,0,12.3,5
2021-01-04T10:00,1.1,0,0,58,64,1,0,10.8,356
2021-01-04T11:00,1.1,0,0,59,66,0,0,10,347
2021-01-04T12:00,1.4,0,0,62,65,5,0,9,344
2021-01-04T13:00,1.7,0,0,71,68,17,0,9.8,343
2021-01-04T14:00,2,0,0,83,79,20,0,9.2,349
2021-01-04T15:00,2.9,0,0,72,75,7,0,9.4,360
2021-01-04T16:00,3.7,0,0,4,4,0,0,9.1,7
2021-01-04T17:00,4.4,0,0,21,23,0,0,9.4,4
2021-01-04T18:00,5.1,0,0,55,61,0,0,9.1,7
2021-01-04T19:00,5.2,0,0,87,89,11,0,7.6,8
2021-01-04T20:00,5.2,0,0,100,100,21,0,6.1,3
2021-01-04T21:00,4.8,0,0,96,93,21,0,4.3,360
2021-01-04T22:00,4.3,0,0,69,65,17,0,5.5,349
2021-01-04T23:00,4.3,0,0,68,59,24,0,6.1,357
2021-01-05T00:00,4,0,0,60,52,22,0,5.8,356
2021-01-05T01:00,3.3,0,0,73,61,30,0,6.1,3
2021-01-05T02:00,3,0,0,62,51,27,0,7.3,11
2021-01-05T03:00,3,0,0,74,60,34,0,7.3,9
2021-01-05T04:00,2.7,0,0,84,63,45,0,6.5,357
2021-01-05T05:00,2.7,0,0,78,54,49,0,6.6,351
2021-01-05T06:00,2.7,0,0,83,59,50,0,7.2,354
2021-01-05T07:00,2.7,0,0,86,62,51,0,7.6,360
2021-01-05T08:00,2.8,0,0,97,74,51,0,7.6,3
2021-01-05T09:00,2.8,0,0,100,85,65,0,7.2,3
2021-01-05T10:00,1.9,0,0,100,88,62,0,6.2,10
2021-01-05T11:00,1.8,0,0,100,88,61,0,6.3,13
2021-01-05T12:00,1.9,0,0,100,83,53,0,6.4,16
2021-01-05T13:00,1.9,0,0,97,76,48,0,7.1,15
2021-01-05T14:00,2.3,0,0,100,72,61,0,6.3,13
2021-01-05T15:00,3.1,0,0,79,55,49,0,5.5,11
2021-01-05T16:00,3.4,0,0,69,48,43,0,5.8,360
2021-01-05T17:00,3.8,0,0,75,59,36,0,6.6,347
2021-01-05T18:00,4.3,0,0,100,91,35,0,7.1,336
2021-01-05T19:00,4.2,0,0,100,100,36,0,8.2,337
2021-01-05T20:00,4.4,0,0,100,100,32,0,9,344
2021-01-05T21:00,4.4,0,0,100,85,39,0,6.8,342
2021-01-05T22:00,4,0,0,87,78,28,0,6.6,347
2021-01-05T23:00,3.9,0,0,68,50,39,0,6.3,329
2021-01-06T00:00,3.7,0,0,62,35,51,0,7.4,331
2021-01-06T01:00,3.5,0,0,60,37,45,0,8.8,341
2021-01-06T02:00,3.1,0,0,44,34,22,0,9.3,344
2021-01-06T03:00,2.9,0,0,28,26,7,0,9.9,341
2021-01-06T04:00,2.7,0,0,14,16,0,0,10,334
2021-01-06T05:00,2.5,0,0,9,9,1,0,10.4,326
2021-01-06T06:00,2.5,0,0,8,7,2,0,11.2,320
2021-01-06T07:00,2.3,0,0,16,16,3,0,12,321
2021-01-06T08:00,2.2,0,0,27,28,3,0,12.7,325
2021-01-06T09:00,2.1,0,0,50,52,6,0,13.6,328
2021-01-06T10:00,2,0,0,26,28,2,0,11.5,319
2021-01-06T11:00,2,0,0,26,29,0,0,11.5,319
2021-01-06T12:00,2.1,0,0,23,25,0,0,11.8,320
2021-01-06T13:00,2.2,0,0,16,17,1,0,12.8,322
2021-01-06T14:00,2.6,0,0,7,8,0,0,13.6,320
2021-01-06T15:00,3.2,0,0,0,0,0,0,19.5,330
2021-01-06T16:00,3.4,0,0,1,1,0,0,19.9,328
2021-01-06T17:00,3.9,0,0,0,0,0,0,20.2,329
2021-01-06T18:00,4.3,0,0,0,0,0,0,20.2,329
2021-01-06T19:00,4.5,0,0,0,0,0,0,19.7,325
2021-01-06T20:00,4.5,0,0,0,0,0,0,19.2,322
2021-01-06T21:00,4,0,0,1,1,0,0,16.3,319
2021-01-06T22:00,3,0,0,0,0,0,0,17.1,316
2021-01-06T23:00,2.6,0,0,0,0,0,0,17.6,317
2021-01-07T00:00,2.4,0,0,1,0,2,0,18.1,317
2021-01-07T01:00,2.2,0,0,2,0,3,0,17.9,320
2021-01-07T02:00,2.1,0,0,1,0,2,0,17.1,319
2021-01-07T03:00,1.8,0,0,0,0,0,0,16.8,318
2021-01-07T04:00,1.7,0,0,1,1,0,0,16.1,326
2021-01-07T05:00,1.5,0,0,1,1,0,0,15.3,326
2021-01-07T06:00,1.2,0,0,2,2,0,0,14.6,322
2021-01-07T07:00,1.2,0,0,1,1,0,0,14.3,321
2021-01-07T08:00,0.7,0,0,5,5,0,0,14.6,322
2021-01-07T09:00,0.5,0,0,4,4,0,0,14.9,323
2021-01-07T10:00,0,0,0,2,2,0,0,14.9,323
2021-01-07T11:00,0,0,0,2,2,0,0,14.8,321
2021-01-07T12:00,0.1,0,0,1,1,0,0,15,325
2021-01-07T13:00,0.1,0,0,7,2,8,0,14.7,329
2021-01-07T14:00,0.8,0,0,6,0,10,0,14.8,326
2021-01-07T15:00,2.1,0,0,2,1,2,0,16.8,332
2021-01-07T16:00,2.8,0,0,1,1,0,0,16.4,334
2021-01-07T17:00,3.8,0,0,4,4,0,0,16.1,333
2021-01-07T18:00,4.6,0,0,1,1,0,0,15.9,332
2021-01-07T19:00,5,0,0,1,1,0,0,15.3,330
2021-01-07T20:00,5.3,0,0,0,0,0,0,13.6,328
2021-01-07T21:00,5.3,0,0,0,0,0,0,10.9,326
2021-01-07T22:00,3.4,0,0,2,2,0,0,10.1,325
2021-01-07T23:00,2.3,0,0,0,0,0,0,12.6,329
2021-01-08T00:00,1.8,0,0,0,0,0,0,13.7,330
2021-01-08T01:00,1.5,0,0,0,0,0,0,13.9,335
2021-01-08T02:00,1,0,0,0,0,0,0,13.3,341
2021-01-08T03:00,0.1,0,0,0,0,0,0,12.3,339
2021-01-08T04:00,-0.3,0,0,0,0,0,0,11.8,340
2021-01-08T05:00,-0.4,0,0,0,0,0,0,10.3,335
2021-01-08T06:00,-0.6,0,0,0,0,0,0,9.2,329
2021-01-08T07:00,-0.9,0,0,0,0,0,0,9.5,335
2021-01-08T08:00,-1.1,0,0,0,0,0,0,9.8,343
2021-01-08T09:00,-1.3,0,0,2,2,0,0,7.9,336
2021-01-08T10:00,-2.6,0,0,12,0,0,41,8,324
2021-01-08T11:00,-2.8,0,0,31,2,0,98,8.4,313
2021-01-08T12:00,-2.7,0,0,29,0,0,98,10.4,340
2021-01-08T13:00,-2.7,0,0,29,0,0,98,10.5,352
2021-01-08T14:00,-1.9,0,0,21,0,0,69,8.9,346
2021-01-08T15:00,-0.2,0,0,7,0,0,23,8,333
2021-01-08T16:00,0.7,0,0,23,1,0,72,9.8,343
2021-01-08T17:00,1.4,0,0,25,0,0,83,8.4,335
2021-01-08T18:00,2.2,0,0,28,0,0,94,6.6,311
2021-01-08T19:00,2.6,0,0,27,0,1,87,8.2,322
2021-01-08T20:00,2.6,0,0,26,0,0,88,8.2,331
2021-01-08T21:00,2.5,0,0,27,0,0,89,6.8,335
2021-01-08T22:00,2.1,0,0,26,0,0,85,8.5,324
2021-01-08T23:00,1.7,0,0,27,0,0,89,9.1,342
2021-01-09T00:00,1.1,0,0,28,0,0,94,12.3,353
2021-01-09T01:00,0.5,0,0,29,0,0,95,14.4,357
2021-01-09T02:00,0,0,0,29,0,0,98,15.5,359
2021-01-09T03:00,-0.8,0,0,29,0,0,97,16.6,359
2021-01-09T04:00,-0.8,0,0,29,0,0,98,16.9,359
2021-01-09T05:00,-1.2,0,0,29,0,0,96,16.6,1
2021-01-09T06:00,-1.2,0,0,27,0,0,91,16.6,2
2021-01-09T07:00,-1.5,0,0,25,0,0,83,17.3,4
2021-01-09T08:00,-1.9,0,0,25,0,0,84,17.3,2
2021-01-09T09:00,-2.5,0,0,22,0,0,73,16.9,360
2021-01-09T10:00,-3.4,0,0,12,0,0,40,15.9,355
2021-01-09T11:00,-3.4,0,0,5,0,0,16,15.7,351
2021-01-09T12:00,-3.2,0,0,0,0,0,1,15,349
2021-01-09T13:00,-3.1,0,0,0,0,0,0,15.3,351
2021-01-09T14:00,-2.2,0,0,1,1,0,0,17.8,353
2021-01-09T15:00,-0.4,0,0,0,0,0,0,19.5,355
2021-01-09T16:00,0.2,0,0,5,1,6,1,20.2,357
2021-01-09T17:00,1.1,0,0,29,6,34,10,20.2,355
2021-01-09T18:00,1.8,0,0,56,7,66,32,19.4,350
2021-01-09T19:00,2.2,0,0,75,15,78,48,18.2,346
2021-01-09T20:00,2.5,0,0,77,25,70,42,15,343
2021-01-09T21:00,2.6,0,0,68,23,71,15,11.8,340
2021-01-09T22:00,2.7,0,0,100,45,97,3,10.7,346
2021-01-09T23:00,2.6,0,0,69,13,96,0,11.2,339
2021-01-10T00:00,2.7,0,0,61,8,89,0,11.9,331
2021-01-10T01:00,2.6,0,0,47,2,76,0,14,331
2021-01-10T02:00,2.3,0,0,21,1,33,0,15.3,333
2021-01-10T03:00,1.7,0,0,5,0,7,2,15.6,337
2021-01-10T04:00,1.4,0,0,5,0,3,11,15.8,339
2021-01-10T05:00,1.1,0,0,7,0,0,24,15.3,341
2021-01-10T06:00,0.8,0,0,11,0,0,37,14.8,342
2021-01-10T07:00,0.5,0,0,10,0,0,32,14.2,339
2021-01-10T08:00,0.1,0,0,13,0,0,43,13.8,340
2021-01-10T09:00,-0.5,0,0,11,0,0,37,13.8,340
2021-01-10T10:00,-1.6,0,0,8,0,0,26,12.1,348
2021-01-10T11:00,-1.4,0,0,2,0,0,7,12.1,343
2021-01-10T12:00,-1.3,0,0,0,0,0,1,11.4,342
2021-01-10T13:00,-1.3,0,0,5,0,0,16,11.5,340
2021-01-10T14:00,-0.3,0,0,13,1,0,41,11.8,340
2021-01-10T15:00,1.6,0,0,19,0,0,62,13.4,346
2021-01-10T16:00,2.2,0,0,20,0,0,66,12.9,342
2021-01-10T17:00,3,0,0,14,0,0,46,12.2,341
2021-01-10T18:00,3.5,0,0,9,0,0,29,11.5,340
2021-01-10T19:00,4.3,0,0,3,0,0,9,11,341
2021-01-10T20:00,4.7,0,0,0,0,0,0,9.1,342
2021-01-10T21:00,4.6,0,0,0,0,0,0,5.8,330
2021-01-10T22:00,3.8,0,0,0,0,0,0,7.9,321
2021-01-10T23:00,2.6,0,0,0,0,0,0,8.1,315
2021-01-11T00:00,1.4,0,0,0,0,0,0,7.6,329
2021-01-11T01:00,0.5,0,0,8,0,0,25,6.9,332
2021-01-11T02:00,0.1,0,0,15,0,0,49,6.6,331
2021-01-11T03:00,-1.2,0,0,28,0,0,92,6.5,357
2021-01-11T04:00,-1.6,0,0,28,0,0,94,6.3,347
2021-01-11T05:00,-1.6,0,0,22,0,0,73,6.1,332
2021-01-11T06:00,-1.6,0,0,14,0,2,41,6.3,336
2021-01-11T07:00,-1.7,0,0,0,0,0,0,5.8,338
2021-01-11T08:00,-2.3,0,0,0,0,0,0,5.9,346
2021-01-11T09:00,-2.8,0,0,11,0,1,36,5.4,340
2021-01-11T10:00,-3.1,0,0,13,0,2,40,4.2,329
2021-01-11T11:00,-3.2,0,0,67,0,64,95,3.4,328
2021-01-11T12:00,-3.1,0,0,86,0,93,99,3,346
2021-01-11T13:00,-3.1,0,0,86,0,96,95,3.4,328
2021-01-11T14:00,-2.7,0,0,90,0,100,100,1.8,349
2021-01-11T15:00,-1,0,0,90,0,100,100,1,315
2021-01-11T16:00,-0.4,0,0,90,0,100,100,2.3,252
2021-01-11T17:00,0.3,0,0,90,0,100,99,4.3,228
2021-01-11T18:00,0.7,0,0,90,0,100,100,4.8,243
2021-01-11T19:00,1.4,0,0,90,0,100,100,5.3,242
2021-01-11T20:00,1.7,0,0,83,0,93,91,4,190
2021-01-11T21:00,2.3,0,0,74,0,73,99,4.3,185
2021-01-11T22:00,2.1,0,0,37,0,12,98,4.5,166
2021-01-11T23:00,1.5,0,0,29,0,0,97,4.7,171
2021-01-12T00:00,1.1,0,0,16,0,0,52,6.9,186
2021-01-12T01:00,0.5,0,0,1,0,0,3,8.3,198
2021-01-12T02:00,0,0,0,0,0,0,0,8.4,220
2021-01-12T03:00,-0.8,0,0,0,0,0,0,8.2,229
2021-01-12T04:00,-1,0,0,0,0,0,0,7.1,240
2021-01-12T05:00,-1.3,0,0,0,0,0,0,7.3,259
2021-01-12T06:00,-1.6,0,0,0,0,0,0,8,265
2021-01-12T07:00,-1.6,0,0,0,0,0,0,8,262
2021-01-12T08:00,-1.6,0,0,0,0,0,0,7.6,262
2021-01-12T09:00,-1.6,0,0,1,1,0,0,8,265
2021-01-12T10:00,-2.8,0,0,0,0,0,0,7.2,288
2021-01-12T11:00,-2.6,0,0,0,0,0,0,7.8,292
2021-01-12T12:00,-2.4,0,0,0,0,0,1,6.6,299
2021-01-12T13:00,-2.3,0,0,0,0,0,0,7.6,295
2021-01-12T14:00,-0.6,0,0,1,1,0,0,7.7,298
2021-01-12T15:00,2.4,0,0,2,1,0,4,7.1,311
2021-01-12T16:00,3.6,0,0,1,1,0,0,5.7,325
2021-01-12T17:00,4.5,0,0,7,2,8,1,4.3,318
2021-01-12T18:00,4.6,0,0,5,1,6,0,4.7,293
2021-01-12T19:00,5,0,0,1,1,0,0,4,270
2021-01-12T20:00,4.9,0,0,1,1,0,0,3,256
2021-01-12T21:00,4.9,0,0,2,2,0,2,5,210
2021-01-12T22:00,4.2,0,0,1,0,2,0,1.4,180
2021-01-12T23:00,3.4,0,0,11,2,15,0,1.6,297
2021-01-13T00:00,2.7,0,0,31,5,44,0,3.1,291
2021-01-13T01:00,2,0,0,60,10,85,0,3.6,276
2021-01-13T02:00,1.7,0,0,47,22,45,0,3.9,292
2021-01-13T03:00,1.3,0,0,29,26,10,0,4.2,301
2021-01-13T04:00,0.9,0,0,25,18,14,0,6.6,311
2021-01-13T05:00,0.7,0,0,32,20,24,0,5.9,313
2021-01-13T06:00,0.9,0,0,4,0,6,0,5.9,313
2021-01-13T07:00,1,0,0,3,1,4,0,5.4,312
2021-01-13T08:00,0.8,0,0,5,3,3,2,5.2,304
2021-01-13T09:00,0.6,0,0,8,4,4,6,5.5,293
2021-01-13T10:00,-0.6,0,0,17,16,4,1,4.3,312
2021-01-13T11:00,-0.5,0,0,38,35,10,0,1.9,292
2021-01-13T12:00,-0.3,0,0,38,39,5,0,2.3,198
2021-01-13T13:00,-0.6,0,0,56,57,7,0,4.4,215
2021-01-13T14:00,0.3,0,0,59,64,2,1,4.5,209
2021-01-13T15:00,2.6,0,0,79,70,1,52,6,213
2021-01-13T16:00,3.2,0,0,74,52,0,92,7.5,215
2021-01-13T17:00,3.8,0,0,47,31,3,56,10,232
2021-01-13T18:00,4.3,0,0,49,48,0,18,11.9,241
2021-01-13T19:00,4.8,0,0,63,70,0,0,11.9,245
2021-01-13T20:00,4.7,0,0,39,27,0,49,10.5,248
2021-01-13T21:00,4.6,0,0,54,27,0,98,6.9,227
2021-01-13T22:00,4.1,0,0,34,17,4,53,7.4,241
2021-01-13T23:00,3.4,0,0,19,0,28,7,7.4,223
2021-01-14T00:00,2.7,0,0,3,0,5,1,6.6,209
2021-01-14T01:00,2.2,0,0,12,0,7,27,7.3,200
2021-01-14T02:00,1.6,0,0,36,0,25,69,8.4,200
2021-01-14T03:00,1.2,0,0,33,0,18,74,8.4,205
2021-01-14T04:00,1.4,0,0,45,0,45,59,8.4,211
2021-01-14T05:00,1.4,0,0,54,0,62,57,7.8,214
2021-01-14T06:00,1.4,0,0,57,0,51,88,5.6,225
2021-01-14T07:00,1.2,0,0,35,0,13,90,6.6,248
2021-01-14T08:00,1.3,0,0,58,0,50,94,4.2,250
2021-01-14T09:00,1.4,0,0,75,0,79,92,3.9,236
2021-01-14T10:00,0.1,0,0,85,0,98,86,6.4,227
2021-01-14T11:00,0.1,0,0,87,0,98,94,4.6,219
2021-01-14T12:00,0.6,0,0,86,0,97,92,5,240
2021-01-14T13:00,0.4,0,0,64,0,60,94,4.2,301
2021-01-14T14:00,1.7,0,0,32,0,5,95,4.2,340
2021-01-14T15:00,4.3,0,0,54,0,41,97,3.3,347
2021-01-14T16:00,6.1,0,0,76,0,78,98,2.7,337
2021-01-14T17:00,7.1,0,0,81,0,86,97,2.8,320
2021-01-14T18:00,7.8,0,0,71,0,70,96,2.1,301
2021-01-14T19:00,8.2,0,0,50,0,43,80,1.6,297
2021-01-14T20:00,8.6,0,0,37,0,24,75,0.7,270
2021-01-14T21:00,7.5,0,0,18,0,26,9,1.5,104
2021-01-14T22:00,6.3,0,0,5,0,9,0,3.7,11
2021-01-14T23:00,5.1,0,0,2,1,1,0,4.7,351
2021-01-15T00:00,4.7,0,0,6,6,0,1,6.5,6
2021-01-15T01:00,4.3,0,0,28,10,0,64,7.4,14
2021-01-15T02:00,3.4,0,0,31,16,0,56,7.1,15
2021-01-15T03:00,3.1,0,0,25,28,0,1,7.3,9
2021-01-15T04:00,3.2,0,0,34,32,0,18,7.9,3
2021-01-15T05:00,2.5,0,0,46,42,5,16,8.2,15
2021-01-15T06:00,2.4,0,0,33,1,19,69,8.9,27
2021-01-15T07:00,2.3,0,0,63,0,62,87,7.9,30
2021-01-15T08:00,2.2,0,0,33,5,2,91,7.2,18
2021-01-15T09:00,1.9,0,0,28,0,0,92,6.8,25
2021-01-15T10:00,1.2,0,0,29,0,0,97,9.2,48
2021-01-15T11:00,1.2,0,0,29,0,0,96,9.7,59
2021-01-15T12:00,1.5,0,0,32,4,0,95,10.1,63
2021-01-15T13:00,1.5,0,0,58,32,0,98,11.3,59
2021-01-15T14:00,2.1,0,0,100,100,0,93,12.4,64
2021-01-15T15:00,3.9,0,0,100,100,0,99,13.7,72
2021-01-15T16:00,4.4,0,0,100,91,0,100,14.6,80
2021-01-15T17:00,5,0,0,100,97,0,92,15.8,90
2021-01-15T18:00,5.6,0,0,100,80,0,97,18,88
2021-01-15T19:00,5.9,0,0,94,75,0,88,18,88
2021-01-15T20:00,6.2,0,0,94,92,0,36,18.7,90
2021-01-15T21:00,6.4,0,0,100,87,0,95,19.8,92
2021-01-15T22:00,6.9,0,0,100,90,23,98,15.8,89
2021-01-15T23:00,6.9,0,0,100,86,44,95,19.2,84
2021-01-16T00:00,7.1,0,0,100,99,66,94,20.1,81
2021-01-16T01:00,7.6,0.3,0.3,100,75,94,100,22.6,82
2021-01-16T02:00,7.6,1.5,1.5,100,98,100,100,23.1,86
2021-01-16T03:00,7.3,3.1,3.1,100,100,100,100,23.4,87
2021-01-16T04:00,7.5,3.5,3.5,100,100,100,100,22.7,92
2021-01-16T05:00,7.7,2.5,2.5,100,97,100,99,19.8,93
2021-01-16T06:00,7.2,1.1,1.1,100,100,100,100,19.1,86
2021-01-16T07:00,6.6,1.7,1.7,100,100,100,100,14.4,86
2021-01-16T08:00,6.4,2.4,2.4,100,95,100,100,11.7,72
2021-01-16T09:00,5.7,2.4,2.4,100,100,96,99,10.1,55
2021-01-16T10:00,5.3,2.5,2.5,100,89,96,100,12.8,52
2021-01-16T11:00,5.2,2.1,2.1,100,99,99,100,12.5,51
2021-01-16T12:00,5.5,0.8,0.8,100,100,56,53,8.9,21
2021-01-16T13:00,5.3,0.1,0.1,100,100,50,44,6.8,335
2021-01-16T14:00,6.2,0,0,95,100,8,1,6.6,311
2021-01-16T15:00,7.5,0,0,96,99,11,0,7.3,279
2021-01-16T16:00,8.3,0,0,93,97,9,0,11.3,248
2021-01-16T17:00,7.9,0,0,73,66,22,0,14.2,254
2021-01-16T18:00,8.1,0,0,60,45,33,0,13.5,261
2021-01-16T19:00,8.4,0.6,0.6,62,33,54,1,14.4,270
2021-01-16T20:00,7.2,0.2,0.2,86,38,83,7,13.5,279
2021-01-16T21:00,6.8,0,0,88,32,94,8,14.8,288
2021-01-16T22:00,5.5,0,0,76,16,97,12,12.9,283
2021-01-16T23:00,5,0,0,74,10,96,24,14.3,280
2021-01-17T00:00,4.6,0,0,62,2,97,8,14.6,286
2021-01-17T01:00,4.2,0,0,54,0,89,3,14.3,280
2021-01-17T02:00,3.8,0,0,32,0,50,7,14.8,270
2021-01-17T03:00,3.1,0,0,1,0,1,0,16.2,266
2021-01-17T04:00,3,0,0,0,0,0,0,18,267
2021-01-17T05:00,2.9,0,0,0,0,0,0,19.5,265
2021-01-17T06:00,2.7,0,0,0,0,0,0,19.7,261
2021-01-17T07:00,2.6,0,0,0,0,0,0,20.1,260
2021-01-17T08:00,2.5,0,0,0,0,0,0,19.9,257
2021-01-17T09:00,2.4,0,0,0,0,0,0,20.2,254
2021-01-17T10:00,1.9,0,0,0,0,0,0,18.8,250
2021-01-17T11:00,1.9,0,0,0,0,0,0,19.9,248
2021-01-17T12:00,2.1,0,0,3,3,0,0,18.8,250
2021-01-17T13:00,2.2,0,0,0,0,0,0,19.1,248
2021-01-17T14:00,2.7,0,0,0,0,0,0,18.9,239
2021-01-17T15:00,4.2,0,0,2,1,0,5,24.6,243
2021-01-17T16:00,4.8,0,0,63,70,0,0,30.4,265
2021-01-17T17:00,5.2,0,0,86,96,0,0,27.7,268
2021-01-17T18:00,5.7,0,0,88,96,2,0,25.6,270
2021-01-17T19:00,5.9,0,0,100,99,36,0,23,269
2021-01-17T20:00,6.2,0,0,100,88,42,0,17.9,260
2021-01-17T21:00,6.3,0,0,100,94,29,0,15.6,251
2021-01-17T22:00,6,0,0,100,84,58,0,13.4,262
2021-01-17T23:00,6,0,0,100,82,53,0,11.8,250
2021-01-18T00:00,6,0,0,57,39,37,0,12.4,240
2021-01-18T01:00,6,0,0,28,10,32,0,12.2,236
2021-01-18T02:00,5.6,0,0,14,0,24,0,12.5,231
2021-01-18T03:00,5.3,0,0,30,16,26,0,13.2,227
2021-01-18T04:00,5.2,0,0,31,0,51,0,13.5,228
2021-01-18T05:00,5,0,0,17,2,26,0,13,228
2021-01-18T06:00,4.5,0,0,8,3,9,0,13,231
2021-01-18T07:00,4.1,0,0,1,0,1,0,12.6,233
2021-01-18T08:00,3.9,0,0,0,0,0,0,12.7,235
2021-01-18T09:00,3.5,0,0,0,0,0,0,12.8,238
2021-01-18T10:00,1.8,0,0,3,0,5,0,10.2,247
